chamber_name,city,state,website,website_guess,website_source,maps_link,member_directory_url,all_links,phone,email,address,image
Mountain Lakes Chamber of Commerce,"Scottsboro, AL",AL,http://www.jacksoncountychamber.com/index.html,,scraped,"https://maps.google.com/?q=407 E Willow St, Scottsboro, AL, 35768-1964",,"https://maps.google.com/?q=407 E Willow St, Scottsboro, AL, 35768-1964;http://www.jacksoncountychamber.com/index.html",,,"407 E Willow St Scottsboro, AL 35768-1964",
North Baldwin County Chamber of Commerce,"Bay Minette, AL",AL,http://www.northbaldwinchamber.com,,scraped,"https://maps.google.com/?q=301 McMeans Ave, Bay Minette, AL, 36507-3336",,"https://maps.google.com/?q=301 McMeans Ave, Bay Minette, AL, 36507-3336;http://www.northbaldwinchamber.com",,,"301 McMeans Ave Bay Minette, AL 36507-3336",
North Jefferson Chamber of Commerce,"Fultondale, AL",AL,https://northjeffersonchamber.com/,,scraped,"https://maps.google.com/?q=P.O. Box 504, Fultondale, AL, 35068",,"https://maps.google.com/?q=P.O. Box 504, Fultondale, AL, 35068;https://northjeffersonchamber.com/",,,"504 Fultondale, AL 35068",
Opelika Chamber of Commerce,"Opelika, AL",AL,http://www.opelikachamber.com,,scraped,"https://maps.google.com/?q=200 South 6th Street, Opelika, AL, 36801",,"https://maps.google.com/?q=200 South 6th Street, Opelika, AL, 36801;http://www.opelikachamber.com",,,"200 South 6th Street Opelika, AL 36801",
Opp & Covington County Area Chamber of Commerce,"Opp, AL",AL,http://www.oppchamber.com,,scraped,"https://maps.google.com/?q=104 West Covington Avenue, Opp, AL, 36467-2033",,"https://maps.google.com/?q=104 West Covington Avenue, Opp, AL, 36467-2033;http://www.oppchamber.com",,,"104 West Covington Avenue Opp, AL 36467-2033",
Ozark Area Chamber of Commerce,"Ozark, AL",AL,http://www.ozarkalchamber.com,,scraped,"https://maps.google.com/?q=294 S Painter Ave, Ozark, AL, 36360-0866",,"https://maps.google.com/?q=294 S Painter Ave, Ozark, AL, 36360-0866;http://www.ozarkalchamber.com",,,"294 S Painter Ave Ozark, AL 36360-0866",
Pike County Chamber of Commerce,"Troy, AL",AL,http://www.pikecoc.com,,scraped,"https://maps.google.com/?q=P.O Box 249, Troy, AL, 36081-0249",,"https://maps.google.com/?q=P.O Box 249, Troy, AL, 36081-0249;http://www.pikecoc.com",,,"249 Troy, AL 36081-0249",
Prattville Area Chamber of Commerce,"Prattville, AL",AL,http://www.prattvillechamber.com,,scraped,"https://maps.google.com/?q=131 N Court St, Prattville, AL, 36067-3031",,"https://maps.google.com/?q=131 N Court St, Prattville, AL, 36067-3031;http://www.prattvillechamber.com",,,"131 N Court St Prattville, AL 36067-3031",
Prichard Area Chamber of Commerce,"Prichard, AL",AL,http://www.prichardchamber.com,,scraped,"https://maps.google.com/?q=P.O Box 10266, Prichard, AL, 36610-0266",,"https://maps.google.com/?q=P.O Box 10266, Prichard, AL, 36610-0266;http://www.prichardchamber.com",,,"10266 Prichard, AL 36610-0266",
Prichard Chamber ofCommerce,"Prichard, AL",AL,,,none,"https://maps.google.com/?q=P.O Box 10266, Prichard, AL, 36610-0266",,"https://maps.google.com/?q=P.O Box 10266, Prichard, AL, 36610-0266",,,"10266 Prichard, AL 36610-0266",
Rainsville Chamber of Commerce,"Rainsville, AL",AL,http://rainsville.info/,,scraped,"https://maps.google.com/?q=P.O Box 396, Rainsville, AL, 35986-0396",,"https://maps.google.com/?q=P.O Box 396, Rainsville, AL, 35986-0396;http://rainsville.info/",,,"396 Rainsville, AL 35986-0396",
Randolph County Chamber of Commerce,"Roanoke, AL",AL,http://www.randolphcountyal.com,,scraped,"https://maps.google.com/?q=P.O Box 431, Roanoke, AL, 36274-0431",,"https://maps.google.com/?q=P.O Box 431, Roanoke, AL, 36274-0431;http://www.randolphcountyal.com",,,"431 Roanoke, AL 36274-0431",
Saraland Area Chamber of Commerce,"Saraland, AL",AL,http://www.saralandcoc.com,,scraped,"https://maps.google.com/?q=939 Saraland Blvd S, Saraland, AL, 36571-3608",,"https://maps.google.com/?q=939 Saraland Blvd S, Saraland, AL, 36571-3608;http://www.saralandcoc.com",,,"939 Saraland Blvd S Saraland, AL 36571-3608",
Selma-Dallas County Chamber of Commerce,"Selma, AL",AL,http://www.SelmaAlabama.com,,scraped,"https://maps.google.com/?q=912 Selma Ave, Selma, AL, 36701-4641",,"https://maps.google.com/?q=912 Selma Ave, Selma, AL, 36701-4641;http://www.SelmaAlabama.com",,,"912 Selma Ave Selma, AL 36701-4641",
Shoals Chamber of Commerce,"Florence, AL",AL,http://www.shoalschamber.com,,scraped,"https://maps.google.com/?q=20 Hightower Pl, Florence, AL, 35630-4102",,"https://maps.google.com/?q=20 Hightower Pl, Florence, AL, 35630-4102;http://www.shoalschamber.com",,,"20 Hightower Pl Florence, AL 35630-4102",
South Baldwin Chamber of Commerce,"Foley, AL",AL,http://www.southbaldwinchamber.com,,scraped,"https://maps.google.com/?q=200 N Alston St, Foley, AL, 36535-3524",,"https://maps.google.com/?q=200 N Alston St, Foley, AL, 36535-3524;http://www.southbaldwinchamber.com",,,"200 N Alston St Foley, AL 36535-3524",
South Lamar Chamber of Commerce,"Millport, AL",AL,http://southlamarchamber.org,,scraped,"https://maps.google.com/?q=P.O Box 205, Millport, AL, 35576-0205",,"https://maps.google.com/?q=P.O Box 205, Millport, AL, 35576-0205;http://southlamarchamber.org",,,"205 Millport, AL 35576-0205",
Southwest Mobile County Chamber of Commerce,"Mobile, AL",AL,,,none,"https://maps.google.com/?q=5055 Carol Plantation Rd, Mobile, AL, 36619-1727",,"https://maps.google.com/?q=5055 Carol Plantation Rd, Mobile, AL, 36619-1727",,,"5055 Carol Plantation Rd Mobile, AL 36619-1727",
Springville Area Chamber of Commerce,"Springville, AL",AL,,,none,"https://maps.google.com/?q=6496 US Highway 11, Springville, AL, 35146-4010",,"https://maps.google.com/?q=6496 US Highway 11, Springville, AL, 35146-4010",,,"6496 US Highway 11 Springville, AL 35146-4010",
Sylacauga Chamber of Commerce,"Sylacauga, AL",AL,https://www.sylacaugachamber.com/,,scraped,"https://maps.google.com/?q=17 W Fort Williams St, Sylacauga, AL, 35150-2427",,"https://maps.google.com/?q=17 W Fort Williams St, Sylacauga, AL, 35150-2427;https://www.sylacaugachamber.com/",,,"17 W Fort Williams St Sylacauga, AL 35150-2427",
The Chamber Gadsden & Etowah County,"Gadsden, AL",AL,http://www.etowahchamber.org/,,scraped,"https://maps.google.com/?q=1 Commerce Sq, Gadsden, AL, 35901-5252",,"https://maps.google.com/?q=1 Commerce Sq, Gadsden, AL, 35901-5252;http://www.etowahchamber.org/",,,"1 Commerce Sq Gadsden, AL 35901-5252",
The Chamber of Talladega Lincoln & Munford,"Talladega, AL",AL,http://www.talladegalincolnchamber.com/,,scraped,"https://maps.google.com/?q=210 East St S, Talladega, AL, 35160-2474",,"https://maps.google.com/?q=210 East St S, Talladega, AL, 35160-2474;http://www.talladegalincolnchamber.com/",,,"210 East St S Talladega, AL 35160-2474",
Thomasville Alabama Chamber of Commerce,"Thomasville, AL",AL,http://www.thomasvillealchamber.com,,scraped,"https://maps.google.com/?q=138 Wilson Ave E, Thomasville, AL, 36784-2121",,"https://maps.google.com/?q=138 Wilson Ave E, Thomasville, AL, 36784-2121;http://www.thomasvillealchamber.com",,,"138 Wilson Ave E Thomasville, AL 36784-2121",
Tri-Cities Chamber of Commerce,"Florala, AL",AL,http://www.tricities.com,,scraped,"https://maps.google.com/?q=1135 4th St, Florala, AL, 36442-3822",,"https://maps.google.com/?q=1135 4th St, Florala, AL, 36442-3822;http://www.tricities.com",,,"1135 4th St Florala, AL 36442-3822",
Trussville Area Chamber of Commerce,"Trussville, AL",AL,http://www.trussvillechamber.com,,scraped,"https://maps.google.com/?q=400 Main St, Trussville, AL, 35173-1427",,"https://maps.google.com/?q=400 Main St, Trussville, AL, 35173-1427;http://www.trussvillechamber.com",,,"400 Main St Trussville, AL 35173-1427",
Tuskegee Area Chamber of Commerce,"Tuskegee, AL",AL,http://www.tuskegeeareachamber.org,,scraped,"https://maps.google.com/?q=P.O Box 831034, Tuskegee, AL, 36083-1034",,"https://maps.google.com/?q=P.O Box 831034, Tuskegee, AL, 36083-1034;http://www.tuskegeeareachamber.org",,,"831034 Tuskegee, AL 36083-1034",
Union Springs-bullock County Chamber of Commerce,"Union Springs, AL",AL,http://www.usacoc.com,,scraped,"https://maps.google.com/?q=126 Prairie St N, Union Springs, AL, 36089-1615",,"https://maps.google.com/?q=126 Prairie St N, Union Springs, AL, 36089-1615;http://www.usacoc.com",,,"126 Prairie St N Union Springs, AL 36089-1615",
Vernon Chamber of Commerce,"Vernon, AL",AL,,,none,"https://maps.google.com/?q=P.O Box 336, Vernon, AL, 35592-0336",,"https://maps.google.com/?q=P.O Box 336, Vernon, AL, 35592-0336",,,"336 Vernon, AL 35592-0336",
Vestavia Hills Chamber of Commerce,"Vestavia Hills, AL",AL,http://www.vestaviahills.org,,scraped,"https://maps.google.com/?q=1975 Merryvale Rd, Vestavia Hills, AL, 35216-2740",,"https://maps.google.com/?q=1975 Merryvale Rd, Vestavia Hills, AL, 35216-2740;http://www.vestaviahills.org",,,"1975 Merryvale Rd Vestavia Hills, AL 35216-2740",
Wetumpka Area Chamber of Commerce,"Wetumpka, AL",AL,https://wetumpkachamber.org/,,scraped,"https://maps.google.com/?q=116 East Bridge Street, Wetumpka, AL, 36092-2711",,"https://maps.google.com/?q=116 East Bridge Street, Wetumpka, AL, 36092-2711;https://wetumpkachamber.org/",,,"116 East Bridge Street Wetumpka, AL 36092-2711",
Wilcox Area Chamber of Commerce,"Camden, AL",AL,http://www.wilcoxareachamber.org,,scraped,"https://maps.google.com/?q=1001 Earl Hilliard Rd, Camden, AL, 36726-3518",,"https://maps.google.com/?q=1001 Earl Hilliard Rd, Camden, AL, 36726-3518;http://www.wilcoxareachamber.org",,,"1001 Earl Hilliard Rd Camden, AL 36726-3518",
Winfield Chamber of Commerce,"Winfield, AL",AL,http://www.winfieldcity.org,,scraped,"https://maps.google.com/?q=P.O Box 916, Winfield, AL, 35594-0916",,"https://maps.google.com/?q=P.O Box 916, Winfield, AL, 35594-0916;http://www.winfieldcity.org",,,"916 Winfield, AL 35594-0916",
Alaska Chamber of Commerce,"Anchorage, AK",AK,http://www.alaskachamber.com,,scraped,"https://maps.google.com/?q=2550 Denali St, Anchorage, AK, 99503-2783",,"https://maps.google.com/?q=2550 Denali St, Anchorage, AK, 99503-2783;http://www.alaskachamber.com",,,"2550 Denali St Anchorage, AK 99503-2783",
Anchor Point Chamber of Commerce,"Anchor Point, AK",AK,http://www.anchorpointalaska.info,,scraped,"https://maps.google.com/?q=P.O Box 610, Anchor Point, AK, 99556-0610",,"https://maps.google.com/?q=P.O Box 610, Anchor Point, AK, 99556-0610;http://www.anchorpointalaska.info",,,"610 Anchor Point, AK 99556-0610",
Anchorage Chamber of Commerce,"Anchorage, AK",AK,http://www.anchoragechamber.org,,scraped,"https://maps.google.com/?q=1016 W 6th Ave, Anchorage, AK, 99501-1963",,"https://maps.google.com/?q=1016 W 6th Ave, Anchorage, AK, 99501-1963;http://www.anchoragechamber.org",,,"1016 W 6th Ave Anchorage, AK 99501-1963",
Bethel Chamber of Commerce,"Bethel, AK",AK,,,none,"https://maps.google.com/?q=P.O Box 329, Bethel, AK, 99559-0329",,"https://maps.google.com/?q=P.O Box 329, Bethel, AK, 99559-0329",,,"329 Bethel, AK 99559-0329",
Big Lake Chamber ofCommerce,"Big Lake, AK",AK,http://www.biglake-ak.com,,scraped,"https://maps.google.com/?q=P.O Box 520067, Big Lake, AK, 99652-0067",,"https://maps.google.com/?q=P.O Box 520067, Big Lake, AK, 99652-0067;http://www.biglake-ak.com",,,"520067 Big Lake, AK 99652-0067",
Bristol Bay Borough Chamber of Commerce,"King Salmon, AK",AK,http://www.bristolbaychamberofcommerce.org,,scraped,"https://maps.google.com/?q=647 Air Force Rd Suite 237, King Salmon, AK, 99613",,"https://maps.google.com/?q=647 Air Force Rd Suite 237, King Salmon, AK, 99613;http://www.bristolbaychamberofcommerce.org",,,"647 Air Force Rd Suite 237 King Salmon, AK 99613",
Chugiak-Eagle River Chamber of Commerce,"Eagle River, AK",AK,http://www.cer.org,,scraped,"https://maps.google.com/?q=12001 Business District, Ste. 108, Eagle River, AK, 99577-0353",,"https://maps.google.com/?q=12001 Business District, Ste. 108, Eagle River, AK, 99577-0353;http://www.cer.org",,,"12001 Business District, Ste. 108 Eagle River, AK 99577-0353",
Cooper Landing Chamber of Commerce,"Cooper Landing, AK",AK,http://www.cooperlandingchamber.com,,scraped,"https://maps.google.com/?q=P.O Box 809, Cooper Landing, AK, 99572-0809",,"https://maps.google.com/?q=P.O Box 809, Cooper Landing, AK, 99572-0809;http://www.cooperlandingchamber.com",,,"809 Cooper Landing, AK 99572-0809",
Cordova Chamber of Commerce,"Cordova, AK",AK,http://www.cordovachamber.com,,scraped,"https://maps.google.com/?q=P.O Box 99, Cordova, AK, 99574-0099",,"https://maps.google.com/?q=P.O Box 99, Cordova, AK, 99574-0099;http://www.cordovachamber.com",,,"99 Cordova, AK 99574-0099",
Delta Chamber of Commerce & Visitor Center,"Delta Junction, AK",AK,http://www.deltachamber.org,,scraped,"https://maps.google.com/?q=P.O Box 987, Delta Junction, AK, 99737-0987",,"https://maps.google.com/?q=P.O Box 987, Delta Junction, AK, 99737-0987;http://www.deltachamber.org",,,"987 Delta Junction, AK 99737-0987",
Denali Chamber of Commerce,"Healy, AK",AK,http://www.denalichamber.com,,scraped,"https://maps.google.com/?q=Mile 0.4 Healy Spur Road, Healy, AK, 99743",,"https://maps.google.com/?q=Mile 0.4 Healy Spur Road, Healy, AK, 99743;http://www.denalichamber.com",,,"4 Healy Spur Road Healy, AK 99743",
Dillingham Chamber of Commerce,"Dillingham, AK",AK,http://www.dillinghamchamberofcommerce.com,,scraped,"https://maps.google.com/?q=P.O Box 348, Dillingham, AK, 99576-0348",,"https://maps.google.com/?q=P.O Box 348, Dillingham, AK, 99576-0348;http://www.dillinghamchamberofcommerce.com",,,"348 Dillingham, AK 99576-0348",
Greater Copper Valley Chamber of Commerce,"Glennallen, AK",AK,http://www.traveltoalaska.com,,scraped,"https://maps.google.com/?q=P.O Box 469, Glennallen, AK, 99588-0469",,"https://maps.google.com/?q=P.O Box 469, Glennallen, AK, 99588-0469;http://www.traveltoalaska.com",,,"469 Glennallen, AK 99588-0469",
Greater Fairbanks Chamber of Commerce,"Fairbanks, AK",AK,http://www.fairbankschamber.org,,scraped,"https://maps.google.com/?q=100 Cushman St, Fairbanks, AK, 99701-4661",,"https://maps.google.com/?q=100 Cushman St, Fairbanks, AK, 99701-4661;http://www.fairbankschamber.org",,,"100 Cushman St Fairbanks, AK 99701-4661",
Greater Ketchikan Chamber of Commerce,"Ketchikan, AK",AK,http://www.ketchikanchamber.com,,scraped,"https://maps.google.com/?q=2417 Tongass Ave, Ketchikan, AK, 99901-5900",,"https://maps.google.com/?q=2417 Tongass Ave, Ketchikan, AK, 99901-5900;http://www.ketchikanchamber.com",,,"2417 Tongass Ave Ketchikan, AK 99901-5900",
Greater Palmer Chamber of Commerce,"Palmer, AK",AK,http://www.palmerchamber.org,,scraped,"https://maps.google.com/?q=P.O Box 45, Palmer, AK, 99645-0001",,"https://maps.google.com/?q=P.O Box 45, Palmer, AK, 99645-0001;http://www.palmerchamber.org",,,"45 Palmer, AK 99645-0001",
Greater Sitka Chamber of Commerce,"Sitka, AK",AK,http://www.sitkachamber.com/,,scraped,"https://maps.google.com/?q=104 Lake St, Sitka, AK, 99835-7559",,"https://maps.google.com/?q=104 Lake St, Sitka, AK, 99835-7559;http://www.sitkachamber.com/",,,"104 Lake St Sitka, AK 99835-7559",
Greater Wasilla Chamber of Commerce,"Wasilla, AK",AK,http://www.wasillachamber.org,,scraped,"https://maps.google.com/?q=1155 E Depot Rd, Wasilla, AK, 99654-8115",,"https://maps.google.com/?q=1155 E Depot Rd, Wasilla, AK, 99654-8115;http://www.wasillachamber.org",,,"1155 E Depot Rd Wasilla, AK 99654-8115",
Greater Whittier Chamber of Commerce,"Whittier, AK",AK,,,none,"https://maps.google.com/?q=P.O Box 607, Whittier, AK, 99693-0607",,"https://maps.google.com/?q=P.O Box 607, Whittier, AK, 99693-0607",,,"607 Whittier, AK 99693-0607",
Haines Chamber of Commerce,"Haines, AK",AK,http://www.haineschamber.org,,scraped,"https://maps.google.com/?q=P.O Box 1449, Haines, AK, 99827-1449",,"https://maps.google.com/?q=P.O Box 1449, Haines, AK, 99827-1449;http://www.haineschamber.org",,,"1449 Haines, AK 99827-1449",
Homer Chamber of Commerce & Visitor Center,"Homer, AK",AK,http://www.homeralaska.org,,scraped,"https://maps.google.com/?q=201 Sterling Hwy, Homer, AK, 99603-7832",,"https://maps.google.com/?q=201 Sterling Hwy, Homer, AK, 99603-7832;http://www.homeralaska.org",,,"201 Sterling Hwy Homer, AK 99603-7832",
Houston Chamber of Commerce,"Big Lake, AK",AK,http://www.houstonakchamber.com,,scraped,"https://maps.google.com/?q=P.O Box 521612, Big Lake, AK, 99652-1612",,"https://maps.google.com/?q=P.O Box 521612, Big Lake, AK, 99652-1612;http://www.houstonakchamber.com",,,"521612 Big Lake, AK 99652-1612",
Juneau Chamber of Commerce,"Juneau, AK",AK,http://www.juneauchamber.com,,scraped,"https://maps.google.com/?q=3030 Vintage Blvd, Juneau, AK, 99801-7100",,"https://maps.google.com/?q=3030 Vintage Blvd, Juneau, AK, 99801-7100;http://www.juneauchamber.com",,,"3030 Vintage Blvd Juneau, AK 99801-7100",
Kenai Chamber of Commerce & Visitor Center,"Kenai, AK",AK,http://www.kenaichamber.org/,,scraped,"https://maps.google.com/?q=11471 Kenai Spur Hwy, Kenai, AK, 99611-7757",,"https://maps.google.com/?q=11471 Kenai Spur Hwy, Kenai, AK, 99611-7757;http://www.kenaichamber.org/",,,"11471 Kenai Spur Hwy Kenai, AK 99611-7757",
Kennicott-McCarthy Chamber of Commerce,"Glennallen, AK",AK,,,none,"https://maps.google.com/?q=P.O Box Mxy, Glennallen, AK, 99588-8998",,"https://maps.google.com/?q=P.O Box Mxy, Glennallen, AK, 99588-8998",,,,
Kodiak Chamber of Commerce,"Kodiak, AK",AK,http://www.kodiakchamber.org,,scraped,"https://maps.google.com/?q=100 E Marine Way, Kodiak, AK, 99615-6440",,"https://maps.google.com/?q=100 E Marine Way, Kodiak, AK, 99615-6440;http://www.kodiakchamber.org",,,"100 E Marine Way Kodiak, AK 99615-6440",
Nenana Chamber of Commerce,"Nenana, AK",AK,http://www.mtaonline.net/~nenana,,scraped,"https://maps.google.com/?q=P.O Box 70, Nenana, AK, 99760-0070",,"https://maps.google.com/?q=P.O Box 70, Nenana, AK, 99760-0070;http://www.mtaonline.net/~nenana",,,"70 Nenana, AK 99760-0070",
Ninilchik Chamber of Commerce,"Ninilchik, AK",AK,,,none,"https://maps.google.com/?q=P.O Box 39164, Ninilchik, AK, 99639-0164",,"https://maps.google.com/?q=P.O Box 39164, Ninilchik, AK, 99639-0164",,,"39164 Ninilchik, AK 99639-0164",
Nome Chamber of Commerce,"Nome, AK",AK,https://www.visitnomealaska.com/chamber/home,,scraped,"https://maps.google.com/?q=P.O Box 250, Nome, AK, 99762-0250",,"https://maps.google.com/?q=P.O Box 250, Nome, AK, 99762-0250;https://www.visitnomealaska.com/chamber/home",,,"250 Nome, AK 99762-0250",
North Peninsula Chamber of Commerce,"Nikiski, AK",AK,,,none,"https://maps.google.com/?q=P.O Box 8053, Nikiski, AK, 99635-8053",,"https://maps.google.com/?q=P.O Box 8053, Nikiski, AK, 99635-8053",,,"8053 Nikiski, AK 99635-8053",
North Pole Community Chamber of Commerce,"North Pole, AK",AK,http://www.northpolechamber.org,,scraped,"https://maps.google.com/?q=P.O Box 55071, North Pole, AK, 99705-0071",,"https://maps.google.com/?q=P.O Box 55071, North Pole, AK, 99705-0071;http://www.northpolechamber.org",,,"55071 North Pole, AK 99705-0071",
Prince of Wales Chamber of Commerce,"Klawock, AK",AK,http://www.princeofwalescoc.org,,scraped,"https://maps.google.com/?q=P.O Box 490, Klawock, AK, 99925-0490",,"https://maps.google.com/?q=P.O Box 490, Klawock, AK, 99925-0490;http://www.princeofwalescoc.org",,,"490 Klawock, AK 99925-0490",
